,id,app_name,genres,specs,tags
111,15750,Oddworld: Stranger's Wrath HD,"Action, Adventure, Strategy","Single-player, Steam Achievements","Adventure, Action, Singleplayer, Western, Strategy, Comedy, Classic, FPS, Third Person, Action-Adventure, Open World, Third-Person Shooter"
112,16120,Plant Tycoon,"Casual, Simulation",Single-player,"Casual, Simulation, Management"
113,16450,F.E.A.R. 2: Project Origin,Action,"Single-player, Multi-player","Horror, FPS, Action, Singleplayer, Shooter, Bullet Time, Gore, Multiplayer, Psychological Horror, First-Person, Atmospheric, Sci-fi, Classic, Story Rich"
114,16600,Trials 2: Second Edition,"Indie, Racing, Sports","Single-player, Multi-player, Steam Achievements","Racing, Indie, Sports"
115,1670,Iron Warriors: T - 72 Tank Command,Strategy,"Single-player, Multi-player","Simulation, Strategy, Tanks, Military"
116,16710,Insecticide Part 1,"Action, Adventure",Single-player,"Adventure, Action, Female Protagonist, Detective, Platformer, Indie, Third-Person Shooter, Singleplayer, Third Person, Point & Click, Shooter"
117,16720,Velvet Assassin,Action,"Single-player, Partial Controller Support","Stealth, Action, Female Protagonist, Third Person, World War II, Singleplayer, Atmospheric, Third-Person Shooter, Historical, Assassin, Adventure"
118,16810,Sid Meier's Civilization IV: Colonization,Strategy,"Single-player, Multi-player","Strategy, Turn-Based, Turn-Based Strategy, 4X, Historical, Singleplayer, Multiplayer, Moddable"
119,1690,Space Empires V,Strategy,"Single-player, Multi-player","Strategy, 4X, Space, Sci-fi, Turn-Based, Singleplayer, Turn-Based Strategy, Multiplayer"
120,17080,Tribes: Ascend,"Action, Free to Play","Multi-player, Co-op","Free to Play, FPS, Action, Multiplayer, Shooter, Fast-Paced, Sci-fi, Futuristic, First-Person, Co-op, Massively Multiplayer, Open World, Competitive, Team-Based, Online Co-Op, Difficult, Robots, Singleplayer, Adventure, RPG"
121,17100,Children of the Nile: Enhanced Edition,"Strategy, Simulation","Single-player, Steam Achievements","City Builder, Historical, Management, Simulation, Strategy, Sandbox, Resource Management"
122,17300,Crysis,Action,Single-player,"FPS, Action, Sci-fi, Singleplayer, Stealth, Shooter, Aliens, Open World, First-Person, Benchmark, Multiplayer, Futuristic, Adventure, Atmospheric, Story Rich, Classic, Sandbox, Great Soundtrack, Destruction, Moddable"
123,17330,Crysis Warhead®,Action,Single-player,"Action, FPS, Sci-fi, Shooter, Singleplayer, Aliens, Military, First-Person, Multiplayer, Benchmark, Stealth, Adventure, Open World, Futuristic"
124,17390,SPORE™,Simulation,Single-player,"Simulation, Sandbox, Open World, Space, Exploration, Adventure, God Game, Singleplayer, Aliens, Strategy, Sci-fi, Funny, Science, Family Friendly, Action, RPG, Multiplayer, Casual, Comedy, RTS"
125,17410,Mirror's Edge™,"Action, Adventure","Single-player, Full controller support, Partial Controller Support","Parkour, First-Person, Action, Female Protagonist, Singleplayer, Great Soundtrack, Adventure, Platformer, Atmospheric, Dystopian, Stylized, Sci-fi, Futuristic, FPS, Time Attack, Cyberpunk, Puzzle, Colorful, Classic, Short"
126,17430,Need for Speed Undercover,"Action, Racing","Single-player, Multi-player, Partial Controller Support","Racing, Open World, Multiplayer, Action, Arcade, Driving, Singleplayer, Story Rich, Simulation, Great Soundtrack, Free to Play"
127,17440,SPORE™ Creepy & Cute Parts Pack,Simulation,Single-player,"Simulation, Adventure, Open World, Singleplayer, Funny, God Game, Strategy, Sandbox, Cute, Aliens, Sci-fi, Character Customization, Multiplayer"
128,17450,Dragon Age: Origins,RPG,Single-player,"RPG, Fantasy, Story Rich, Multiple Endings, Singleplayer, Real-Time with Pause, Adventure, Atmospheric, Dark Fantasy, Choices Matter, Tactical, Character Customization, Party-Based RPG, Open World, Dragons, Romance, Third Person, Female Protagonist, Loot, Action"
129,17460,Mass Effect,"Action, RPG",Single-player,"RPG, Sci-fi, Story Rich, Action, Third-Person Shooter, Singleplayer, Space, Great Soundtrack, Third Person, Choices Matter, Female Protagonist, Shooter, Adventure, Real-Time with Pause, Open World, Character Customization, Atmospheric, Romance, Action RPG, Dark Fantasy"
130,17470,Dead Space,Action,"Single-player, Full controller support","Horror, Action, Sci-fi, Space, Third Person, Survival Horror, Atmospheric, Third-Person Shooter, Singleplayer, Gore, Shooter, Aliens, Dark, Futuristic, Story Rich, Silent Protagonist, Survival, Adventure, Zombies, RPG"
131,17480,Command & Conquer: Red Alert 3,Strategy,Single-player,"Strategy, RTS, Base Building, Multiplayer, Co-op, Alternate History, Sci-fi, Co-op Campaign, Real-Time, Singleplayer, Comedy, Classic, Action, Online Co-Op, Great Soundtrack, FMV, War, Atmospheric"
132,17570,"Pirates, Vikings, and Knights II","Action, Free to Play, Indie","Multi-player, Online Multi-Player, Cross-Platform Multiplayer, Mods, Steam Achievements, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Includes Source SDK","Free to Play, Action, Multiplayer, Pirates, Medieval, Indie, Funny, FPS, Swordplay, Hack and Slash, Mod, First-Person, Historical, Fast-Paced, PvP, Singleplayer, Shooter, Massively Multiplayer, Memes, RPG"
133,17710,Nuclear Dawn,"Action, Strategy","Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Steam Leaderboards, Includes level editor","Strategy, FPS, Action, Multiplayer, RTS, Post-apocalyptic, Sci-fi, Shooter, Tactical, First-Person, Co-op"
134,18000,"Precipice of Darkness, Episode One","Adventure, RPG","Single-player, Steam Achievements","RPG, Adventure, Comedy, Funny, Singleplayer, Turn-Based"
135,18020,"Precipice of Darkness, Episode Two","Adventure, RPG","Single-player, Steam Achievements","RPG, Adventure, Comedy, Singleplayer, Funny, Turn-Based"
136,18040,DeathSpank,"Action, Indie, RPG","Single-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards","RPG, Action, Indie, Comedy, Action RPG, Parody, Hack and Slash, Singleplayer, Local Co-Op"
137,18120,Unstoppable Gorg,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","Tower Defense, Strategy, Indie, Casual, Action, Sci-fi, Aliens, Space, Touch-Friendly"
138,18500,Defense Grid: The Awakening,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","Tower Defense, Strategy, Sci-fi, Indie, Singleplayer, Aliens, Futuristic, Touch-Friendly, Replay Value, Adventure, Controller"
139,18700,And Yet It Moves,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support","Platformer, Indie, Puzzle, 2D, Casual, Singleplayer, Experimental, Action, Surreal"
140,18820,Zero Gear,"Action, Indie, Racing, Sports","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats","Racing, Indie, Sports, Action, Multiplayer, Casual"
141,1900,Earth 2160,Strategy,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards","Strategy, RTS, Sci-fi, Multiplayer, Futuristic, Singleplayer"
142,19000,Silent Hill Homecoming,Adventure,Single-player,"Horror, Adventure, Survival Horror, Psychological Horror, Third Person, Great Soundtrack, Story Rich, Singleplayer, Atmospheric, Action, Survival"
143,1930,Two Worlds Epic Edition,RPG,"Single-player, Multi-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Partial Controller Support","RPG, Open World, Fantasy, Multiplayer, Third Person, Adventure, Singleplayer, Action, Medieval, Action RPG, Story Rich, Character Customization"
144,19500,Eternity's Child,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Includes level editor","Indie, Adventure, Platformer"
145,19830,Tom Clancy's Rainbow Six® 3 Gold,Action,Single-player,"Tactical, Action, FPS, Simulation, Strategy, Realistic, First-Person, Co-op, Shooter, Classic, Singleplayer"
146,19900,Far Cry® 2: Fortune's Edition,Action,"Single-player, Multi-player","Open World, FPS, Action, Shooter, Singleplayer, First-Person, Multiplayer, Adventure, Sandbox, Stealth, Atmospheric, Survival, Level Editor, Realistic, Exploration, Story Rich, Great Soundtrack, Controller, Co-op, Strategy"
147,20,Team Fortress Classic,Action,"Multi-player, Valve Anti-Cheat enabled","Action, FPS, Multiplayer, Classic, Shooter, Class-Based, Team-Based, First-Person, 1990's, Co-op, Competitive, Fast-Paced, Online Co-Op, Remake, Retro, Mod, Funny, Adventure, Story Rich, Casual"
148,200010,Quantum Conundrum,"Casual, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards","Puzzle, First-Person, Comedy, Platformer, Physics, Casual, Singleplayer, Strategy, Time Manipulation, Science, Cartoony, Family Friendly, Adventure, Sci-fi, Funny"
149,200050,Naval War: Arctic Circle,Strategy,"Single-player, Multi-player, Online Multi-Player, Steam Achievements, Steam Workshop, Includes level editor","Strategy, Naval, RTS"
150,200150,Battle Chess: Game of Kings™,"Casual, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements","Strategy, Chess, Casual, Board Game"
151,200170,Worms Revolution,Strategy,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards","Strategy, Multiplayer, Funny, Turn-Based Strategy, Turn-Based, Comedy, Local Co-Op, Local Multiplayer, Physics, Singleplayer, 2.5D, Action, Tactical, Co-op, Family Friendly, Team-Based, Classic, Side Scroller, 4 Player Local, 2D"
152,200210,Realm of the Mad God,"Action, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Stats","Free to Play, Massively Multiplayer, Pixel Graphics, RPG, Perma Death, Multiplayer, Bullet Hell, MMORPG, Action, Indie, Rogue-like, 2D, Open World, Adventure, Difficult, Survival, Co-op, Retro, Strategy, Casual"
153,200230,Off-Road Drive,"Racing, Simulation","Single-player, Multi-player, Steam Cloud","Simulation, Racing, Offroad, Singleplayer, Multiplayer"
154,200260,Batman: Arkham City - Game of the Year Edition,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","Action, Open World, Batman, Adventure, Stealth, Third Person, Superhero, Singleplayer, Beat 'em up, Comic Book, Detective, Fighting, Atmospheric, Story Rich, Action-Adventure, Cinematic, Controller, 3D Vision, Metroidvania, Sandbox"
155,200510,XCOM: Enemy Unknown,Strategy,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Turn-Based Strategy, Tactical, Strategy, Sci-fi, Turn-Based, Aliens, Singleplayer, Base Building, Replay Value, Turn-Based Tactics, Multiplayer, Action, Perma Death, RPG, Difficult, Character Customization, Atmospheric, Futuristic, Isometric, Great Soundtrack"
156,200710,Torchlight II,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud","RPG, Action RPG, Hack and Slash, Co-op, Dungeon Crawler, Loot, Fantasy, Action, Online Co-Op, Adventure, Multiplayer, Singleplayer, Indie, Moddable, Character Customization, Replay Value, Isometric, Steampunk, Atmospheric, Cartoon"
157,200940,Sonic CD, ,Single-player,"Platformer, Classic, Great Soundtrack, Retro, Time Travel, Singleplayer, 2D, Action, 1990's, Fast-Paced, Adventure, Pixel Graphics, Family Friendly, Remake, Colorful, Time Attack, Anime, Side Scroller"
158,201070,Revelations 2012,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats","Action, Indie, Strategy, FPS, Multiplayer"
159,201210,Pox Nora,"Free to Play, RPG, Strategy","Single-player, Multi-player, Steam Trading Cards","Free to Play, Strategy, RPG, Trading Card Game, Turn-Based Strategy, Multiplayer, Fantasy, Tactical, Turn-Based Tactics, Action, Turn-Based, Singleplayer"
160,201230,EverQuest® II Free-To-Play. Your Way.™,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO","Free to Play, RPG, Massively Multiplayer, MMORPG, Fantasy, Crafting, Open World, Adventure, Exploration, Multiplayer, Action, Character Customization, Sandbox, Classic, Singleplayer"
161,201310,X3: Albion Prelude,"Action, Simulation","Single-player, Downloadable Content, Steam Achievements, Full controller support, Captions available, Steam Cloud","Space, Simulation, Sandbox, Action, Sci-fi, Trading, Singleplayer, Moddable, Economy, Space Sim, Open World, Capitalism, Real-Time, Great Soundtrack, Strategy, Adventure, TrackIR"
162,201420,Toki Tori 2+,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor","Puzzle, Indie, Casual, Adventure, Platformer, Metroidvania, Cute, Singleplayer, Controller, 2D, Family Friendly, Puzzle-Platformer, Open World, Action, Level Editor, Funny, Difficult"
163,201480,Serious Sam: The Random Encounter,"Action, Indie, RPG",Single-player,"Action, Indie, RPG, Turn-Based, Singleplayer, 2D, Pixel Graphics, Comedy, JRPG"
164,201510,Flatout 3: Chaos & Destruction,Racing,"Single-player, Multi-player, Co-op, Partial Controller Support","Racing, Psychological Horror, Destruction, Multiplayer, Illuminati, Memes, Sexual Content, Horror, Nudity, Singleplayer, Gore, Action, Simulation"
165,201570,Really Big Sky,"Action, Indie","Single-player, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Steam Cloud","Indie, Action, Shoot 'Em Up, Space, Twin Stick Shooter, Shooter, Bullet Hell, Arcade, Side Scroller, Local Co-Op, Singleplayer, Great Soundtrack, Retro, 2D"
166,201790,Orcs Must Die! 2,"Action, Indie, Strategy","Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Tower Defense, Co-op, Action, Strategy, Online Co-Op, Indie, Third Person, Fantasy, Multiplayer, Funny, Comedy, Third-Person Shooter, Singleplayer, Cartoony, RPG, Shooter, Adventure, Female Protagonist, Great Soundtrack, Controller"
167,201810,Wolfenstein: The New Order,Action,"Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards","FPS, Action, Shooter, Alternate History, First-Person, Gore, Singleplayer, Atmospheric, World War II, Story Rich, Sci-fi, Stealth, Adventure, War, Great Soundtrack, Robots, Dystopian, Historical, Horror, Multiplayer"
168,202130,Impire,Strategy,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud","Strategy, Fantasy, Villain Protagonist"
169,202200,Galactic Civilizations® II: Ultimate Edition,Strategy,Single-player,"Strategy, 4X, Space, Turn-Based, Sci-fi, Singleplayer, Turn-Based Strategy, Diplomacy"
170,202310,Ridge Racer™ Unbounded,Racing,"Single-player, Steam Achievements, Partial Controller Support","Racing, Arcade, Destruction, Action, Singleplayer, Open World, Free to Play, Multiplayer"
171,202530,Sonic the Hedgehog 4 - Episode I, ,"Single-player, Partial Controller Support","Platformer, 2D, Action, Adventure, Colorful, Fast-Paced, Singleplayer, Great Soundtrack, Family Friendly"
172,202730,Dynamite Jack,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Includes level editor","Action, Indie, Adventure, Stealth, Top-Down"
173,202750,Alan Wake's American Nightmare,"Action, Adventure","Single-player, Full controller support","Action, Adventure, Horror, Third Person, Singleplayer, Third-Person Shooter, Thriller, Psychological Horror, Arcade, Mystery, Atmospheric, Survival Horror, Cinematic, Detective, Story Rich, Shooter, Survival, Controller, Supernatural, Short"
174,202970,Call of Duty®: Black Ops II,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards","Action, Multiplayer, FPS, Shooter, First-Person, Singleplayer, Co-op, War, Online Co-Op, Team-Based, Futuristic, Survival, Controller, Adventure, Tactical, Great Soundtrack, Sci-fi, Massively Multiplayer, Atmospheric, Horror"
